x,y,z,t_mean_c,t_std_c,n_obs,material,solar_absorptance,u_value_w_m2k,plausible,flag_reason,solar_term_w_m2,u_value_corrected_w_m2k,correction_note
11.9,1.7000000000000002,-0.30000000000000004,34.625,0.225,67,concrete,0.65,5.3623,1,,110.28,-10.6198,sud_direct_diffuse
11.9,1.7000000000000002,-0.1,34.548,0.281,222,concrete,0.65,5.273,1,,110.28,-10.7091,sud_direct_diffuse
11.9,1.7000000000000002,0.1,34.329,0.263,96,paint,0.6,5.0191,1,,101.79,-9.7336,sud_direct_diffuse
11.9,1.7000000000000002,0.30000000000000004,34.725,0.312,84,paint,0.6,5.4783,1,,101.79,-9.2744,sud_direct_diffuse
11.9,1.7000000000000002,0.5,35.372,0.465,77,paint,0.6,6.2284,1,,101.79,-8.5243,sud_direct_diffuse
11.9,1.7000000000000002,0.7000000000000001,35.627,0.535,98,paint,0.6,6.5241,1,,101.79,-8.2286,sud_direct_diffuse
11.9,1.7000000000000002,0.9,35.804,0.516,93,paint,0.6,6.7293,1,,101.79,-8.0234,sud_direct_diffuse
11.9,1.7000000000000002,1.1,36.073,0.377,60,paint,0.6,7.0412,1,,101.79,-7.7115,sud_direct_diffuse
11.9,1.7000000000000002,1.3,36.365,0.86,51,paint,0.6,7.3797,1,,101.79,-7.373,sud_direct_diffuse
11.9,1.7000000000000002,1.5,36.381,1.022,51,paint,0.6,7.3983,1,,101.79,-7.3544,sud_direct_diffuse
11.9,1.7000000000000002,1.7000000000000002,36.579,1.086,31,paint,0.6,7.6278,1,,101.79,-7.1249,sud_direct_diffuse
11.9,1.7000000000000002,1.9000000000000001,36.376,1.148,12,paint,0.6,7.3925,1,,101.79,-7.3602,sud_direct_diffuse
12.100000000000001,-0.5,-0.30000000000000004,35.102,0.491,90,concrete,0.65,5.9154,1,,0.0,5.9154,
12.100000000000001,-0.5,-0.1,34.764,0.362,2,concrete,0.65,5.5235,1,,0.0,5.5235,
12.100000000000001,-0.5,0.1,34.86,0.208,3,paint,0.6,5.6348,1,,0.0,5.6348,
12.100000000000001,-0.5,0.5,35.943,0.519,2,paint,0.6,6.8904,1,,0.0,6.8904,
12.100000000000001,-0.5,0.7000000000000001,36.179,0.62,2,paint,0.6,7.1641,1,,0.0,7.1641,
12.100000000000001,-0.5,0.9,35.628,0.0,1,glass,0.1,6.5252,1,,0.0,6.5252,
12.100000000000001,-0.5,1.7000000000000002,34.592,0.0,1,glass,0.1,5.3241,1,,0.0,5.3241,
12.100000000000001,-0.5,1.9000000000000001,34.389,0.391,19,paint,0.6,5.0887,1,,0.0,5.0887,
12.100000000000001,-0.30000000000000004,-0.30000000000000004,35.286,0.643,148,concrete,0.65,6.1287,1,,0.0,6.1287,
12.100000000000001,-0.30000000000000004,1.9000000000000001,34.677,0.39,24,paint,0.6,5.4226,1,,0.0,5.4226,
12.100000000000001,-0.1,-0.30000000000000004,35.837,0.803,152,concrete,0.65,6.7675,1,,0.0,6.7675,
12.100000000000001,-0.1,1.9000000000000001,34.962,0.235,18,paint,0.6,5.753,1,,0.0,5.753,
12.100000000000001,0.1,-0.30000000000000004,36.323,0.949,132,concrete,0.65,7.331,1,,0.0,7.331,
12.100000000000001,0.1,1.9000000000000001,35.085,0.315,22,paint,0.6,5.8957,1,,0.0,5.8957,
12.100000000000001,0.30000000000000004,-0.30000000000000004,36.393,0.979,146,concrete,0.65,7.4122,1,,0.0,7.4122,
12.100000000000001,0.30000000000000004,1.9000000000000001,35.24,0.301,22,paint,0.6,6.0754,1,,0.0,6.0754,
12.100000000000001,0.5,-0.30000000000000004,36.58,0.88,135,concrete,0.65,7.629,1,,0.0,7.629,
12.100000000000001,0.5,1.9000000000000001,35.304,0.182,21,paint,0.6,6.1496,1,,0.0,6.1496,
12.100000000000001,0.7000000000000001,-0.30000000000000004,36.307,0.849,139,concrete,0.65,7.3125,1,,0.0,7.3125,
12.100000000000001,0.7000000000000001,1.9000000000000001,35.051,0.264,27,paint,0.6,5.8562,1,,0.0,5.8562,
12.100000000000001,0.9,-0.30000000000000004,35.56,0.729,148,concrete,0.65,6.4464,1,,0.0,6.4464,
12.100000000000001,0.9,1.9000000000000001,34.919,0.299,28,paint,0.6,5.7032,1,,0.0,5.7032,
12.100000000000001,1.1,-0.30000000000000004,35.009,0.625,122,concrete,0.65,5.8075,1,,0.0,5.8075,
12.100000000000001,1.1,1.9000000000000001,34.656,0.45,39,paint,0.6,5.3983,1,,0.0,5.3983,
12.100000000000001,1.3,-0.30000000000000004,34.929,0.464,106,concrete,0.65,5.7148,1,,0.0,5.7148,
12.100000000000001,1.3,1.9000000000000001,35.125,1.732,53,paint,0.6,5.942,1,,0.0,5.942,
12.100000000000001,1.5,-0.30000000000000004,34.516,0.427,106,concrete,0.65,5.2359,1,,0.0,5.2359,sud_opaque_no_correction
12.100000000000001,1.5,1.9000000000000001,34.74,0.498,57,paint,0.6,5.4957,1,,0.0,5.4957,sud_opaque_no_correction
12.100000000000001,1.7000000000000002,-0.30000000000000004,34.627,0.314,84,concrete,0.65,5.3646,1,,0.0,5.3646,sud_opaque_no_correction
12.100000000000001,1.7000000000000002,-0.1,34.27,0.17,11,concrete,0.65,4.9507,1,,0.0,4.9507,sud_opaque_no_correction
12.100000000000001,1.7000000000000002,0.1,34.308,0.112,3,paint,0.6,4.9948,1,,0.0,4.9948,sud_opaque_no_correction
12.100000000000001,1.7000000000000002,0.30000000000000004,34.645,0.106,2,paint,0.6,5.3855,1,,0.0,5.3855,sud_opaque_no_correction
12.100000000000001,1.7000000000000002,0.7000000000000001,35.861,0.221,4,paint,0.6,6.7954,1,,0.0,6.7954,sud_opaque_no_correction
12.100000000000001,1.7000000000000002,1.9000000000000001,36.238,1.0,30,paint,0.6,7.2325,1,,0.0,7.2325,sud_opaque_no_correction
12.3,-0.7000000000000001,-0.30000000000000004,34.404,0.028,2,concrete,0.65,5.1061,1,,57.4,-3.2126,nord_diffuse_only
12.3,-0.5,-0.30000000000000004,34.853,0.405,127,concrete,0.65,5.6267,1,,0.0,5.6267,
12.3,-0.5,1.9000000000000001,34.385,0.555,47,paint,0.6,5.0841,1,,0.0,5.0841,
12.3,-0.30000000000000004,-0.30000000000000004,35.112,0.498,131,concrete,0.65,5.927,1,,0.0,5.927,
12.3,-0.30000000000000004,1.9000000000000001,34.673,0.492,57,paint,0.6,5.418,1,,0.0,5.418,
12.3,-0.1,-0.30000000000000004,35.613,0.773,117,concrete,0.65,6.5078,1,,0.0,6.5078,
12.3,-0.1,1.9000000000000001,34.839,0.367,57,paint,0.6,5.6104,1,,0.0,5.6104,
12.3,0.1,-0.30000000000000004,36.02,0.96,139,concrete,0.65,6.9797,1,,0.0,6.9797,
12.3,0.1,1.9000000000000001,34.829,0.429,53,paint,0.6,5.5988,1,,0.0,5.5988,
12.3,0.30000000000000004,-0.30000000000000004,35.984,1.056,122,concrete,0.65,6.938,1,,0.0,6.938,
12.3,0.30000000000000004,1.9000000000000001,34.959,0.527,58,paint,0.6,5.7496,1,,0.0,5.7496,
12.3,0.5,-0.30000000000000004,36.416,0.908,112,concrete,0.65,7.4388,1,,0.0,7.4388,
12.3,0.5,1.9000000000000001,35.016,0.512,62,paint,0.6,5.8157,1,,0.0,5.8157,
12.3,0.7000000000000001,-0.30000000000000004,36.183,0.785,107,concrete,0.65,7.1687,1,,0.0,7.1687,
12.3,0.7000000000000001,1.9000000000000001,34.9,0.451,63,paint,0.6,5.6812,1,,0.0,5.6812,
12.3,0.9,-0.30000000000000004,35.946,0.656,107,concrete,0.65,6.8939,1,,0.0,6.8939,
12.3,0.9,1.9000000000000001,34.835,0.489,60,paint,0.6,5.6058,1,,0.0,5.6058,
12.3,1.1,-0.30000000000000004,35.147,0.68,104,concrete,0.65,5.9675,1,,0.0,5.9675,
12.3,1.1,1.9000000000000001,34.818,0.606,48,paint,0.6,5.5861,1,,0.0,5.5861,
12.3,1.3,-0.30000000000000004,34.89,0.459,128,concrete,0.65,5.6696,1,,0.0,5.6696,
12.3,1.3,1.9000000000000001,34.728,0.558,31,paint,0.6,5.4817,1,,0.0,5.4817,
12.3,1.5,-0.30000000000000004,34.648,0.43,166,concrete,0.65,5.389,1,,0.0,5.389,sud_opaque_no_correction
12.3,1.5,1.9000000000000001,34.862,0.587,38,paint,0.6,5.6371,1,,0.0,5.6371,sud_opaque_no_correction
12.3,1.7000000000000002,-0.30000000000000004,34.588,0.347,158,concrete,0.65,5.3194,1,,0.0,5.3194,sud_opaque_no_correction
12.3,1.7000000000000002,1.9000000000000001,36.073,0.976,31,paint,0.6,7.0412,1,,0.0,7.0412,sud_opaque_no_correction
12.5,-0.7000000000000001,-0.30000000000000004,34.712,0.339,4,concrete,0.65,5.4632,1,,57.4,-2.8555,nord_diffuse_only
12.5,-0.7000000000000001,-0.1,34.75,0.0,1,concrete,0.65,5.5072,1,,57.4,-2.8114,nord_diffuse_only
12.5,-0.5,-0.30000000000000004,35.094,0.386,125,concrete,0.65,5.9061,1,,0.0,5.9061,
12.5,-0.5,1.9000000000000001,34.019,0.342,36,paint,0.6,4.6597,1,,0.0,4.6597,
12.5,-0.30000000000000004,-0.30000000000000004,35.278,0.62,129,concrete,0.65,6.1194,1,,0.0,6.1194,
12.5,-0.30000000000000004,1.9000000000000001,34.401,0.317,36,paint,0.6,5.1026,1,,0.0,5.1026,
12.5,-0.1,-0.30000000000000004,35.86,0.744,123,concrete,0.65,6.7942,1,,0.0,6.7942,
12.5,-0.1,1.9000000000000001,34.653,0.37,38,paint,0.6,5.3948,1,,0.0,5.3948,
12.5,0.1,-0.30000000000000004,36.092,0.85,131,concrete,0.65,7.0632,1,,0.0,7.0632,
12.5,0.1,1.9000000000000001,34.69,0.383,40,paint,0.6,5.4377,1,,0.0,5.4377,
12.5,0.30000000000000004,-0.30000000000000004,36.01,1.106,103,concrete,0.65,6.9681,1,,0.0,6.9681,
12.5,0.30000000000000004,1.9000000000000001,34.752,0.367,37,paint,0.6,5.5096,1,,0.0,5.5096,
12.5,0.5,-0.30000000000000004,36.22,0.996,121,concrete,0.65,7.2116,1,,0.0,7.2116,
12.5,0.5,1.9000000000000001,34.849,0.506,33,paint,0.6,5.622,1,,0.0,5.622,
12.5,0.7000000000000001,-0.30000000000000004,36.257,0.747,111,concrete,0.65,7.2545,1,,0.0,7.2545,
12.5,0.7000000000000001,1.9000000000000001,34.934,0.521,36,paint,0.6,5.7206,1,,0.0,5.7206,
12.5,0.9,-0.30000000000000004,35.859,0.666,129,concrete,0.65,6.793,1,,0.0,6.793,
12.5,0.9,1.9000000000000001,34.803,0.522,40,paint,0.6,5.5687,1,,0.0,5.5687,
12.5,1.1,-0.30000000000000004,35.206,0.653,165,concrete,0.65,6.0359,1,,0.0,6.0359,
12.5,1.1,1.9000000000000001,34.858,0.574,34,paint,0.6,5.6325,1,,0.0,5.6325,
12.5,1.3,-0.30000000000000004,34.994,0.491,161,concrete,0.65,5.7901,1,,0.0,5.7901,
12.5,1.3,1.9000000000000001,34.727,0.603,42,paint,0.6,5.4806,1,,0.0,5.4806,
12.5,1.5,-0.30000000000000004,34.78,0.429,139,concrete,0.65,5.542,1,,0.0,5.542,sud_opaque_no_correction
12.5,1.5,1.9000000000000001,34.883,0.765,37,paint,0.6,5.6614,1,,0.0,5.6614,sud_opaque_no_correction
12.5,1.7000000000000002,-0.30000000000000004,34.599,0.341,165,concrete,0.65,5.3322,1,,0.0,5.3322,sud_opaque_no_correction
12.5,1.7000000000000002,1.9000000000000001,35.962,1.197,21,paint,0.6,6.9125,1,,0.0,6.9125,sud_opaque_no_correction
12.700000000000001,-0.7000000000000001,-0.30000000000000004,34.933,0.254,13,concrete,0.65,5.7194,1,,57.4,-2.5992,nord_diffuse_only
12.700000000000001,-0.5,-0.30000000000000004,35.149,0.495,111,concrete,0.65,5.9699,1,,0.0,5.9699,
12.700000000000001,-0.5,1.9000000000000001,34.29,0.438,38,paint,0.6,4.9739,1,,0.0,4.9739,
12.700000000000001,-0.30000000000000004,-0.30000000000000004,35.264,0.543,143,concrete,0.65,6.1032,1,,0.0,6.1032,
12.700000000000001,-0.30000000000000004,1.9000000000000001,34.636,0.449,37,paint,0.6,5.3751,1,,0.0,5.3751,
12.700000000000001,-0.1,-0.30000000000000004,35.676,0.704,139,concrete,0.65,6.5809,1,,0.0,6.5809,
12.700000000000001,-0.1,1.9000000000000001,34.772,0.412,34,paint,0.6,5.5328,1,,0.0,5.5328,
12.700000000000001,0.1,-0.30000000000000004,36.08,1.002,147,concrete,0.65,7.0493,1,,0.0,7.0493,
12.700000000000001,0.1,1.9000000000000001,34.845,0.502,36,paint,0.6,5.6174,1,,0.0,5.6174,
12.700000000000001,0.30000000000000004,-0.30000000000000004,36.182,1.119,151,concrete,0.65,7.1675,1,,0.0,7.1675,
12.700000000000001,0.30000000000000004,1.9000000000000001,34.974,0.463,37,paint,0.6,5.767,1,,0.0,5.767,
12.700000000000001,0.5,-0.30000000000000004,36.513,1.073,124,concrete,0.65,7.5513,1,,0.0,7.5513,
12.700000000000001,0.5,1.9000000000000001,35.045,0.492,37,paint,0.6,5.8493,1,,0.0,5.8493,
12.700000000000001,0.7000000000000001,-0.30000000000000004,36.478,0.739,154,concrete,0.65,7.5107,1,,0.0,7.5107,
12.700000000000001,0.7000000000000001,1.9000000000000001,35.05,0.414,35,paint,0.6,5.8551,1,,0.0,5.8551,
12.700000000000001,0.9,-0.30000000000000004,35.902,0.925,152,concrete,0.65,6.8429,1,,0.0,6.8429,
12.700000000000001,0.9,1.9000000000000001,34.822,0.375,31,paint,0.6,5.5907,1,,0.0,5.5907,
12.700000000000001,1.1,-0.30000000000000004,35.243,0.61,147,concrete,0.65,6.0788,1,,0.0,6.0788,
12.700000000000001,1.1,1.9000000000000001,34.711,0.424,32,paint,0.6,5.462,1,,0.0,5.462,
12.700000000000001,1.3,-0.30000000000000004,35.053,0.508,166,concrete,0.65,5.8586,1,,0.0,5.8586,
12.700000000000001,1.3,1.9000000000000001,34.922,1.031,28,paint,0.6,5.7067,1,,0.0,5.7067,
12.700000000000001,1.5,-0.30000000000000004,34.851,0.443,166,concrete,0.65,5.6243,1,,0.0,5.6243,sud_opaque_no_correction
12.700000000000001,1.5,1.9000000000000001,34.59,0.433,30,paint,0.6,5.3217,1,,0.0,5.3217,sud_opaque_no_correction
12.700000000000001,1.7000000000000002,-0.30000000000000004,34.674,0.369,117,concrete,0.65,5.4191,1,,0.0,5.4191,sud_opaque_no_correction
12.700000000000001,1.7000000000000002,1.9000000000000001,35.609,1.151,30,paint,0.6,6.5032,1,,0.0,6.5032,sud_opaque_no_correction
12.9,-0.7000000000000001,-0.30000000000000004,34.965,0.261,27,concrete,0.65,5.7565,1,,57.4,-2.5621,nord_diffuse_only
12.9,-0.7000000000000001,-0.1,35.758,0.0,1,steel_oxidized,0.8,6.6759,1,,70.64,-3.5624,nord_diffuse_only
12.9,-0.7000000000000001,1.9000000000000001,37.676,0.0,1,paint,0.6,8.8997,0,solar_possible,52.98,1.2209,nord_diffuse_only
12.9,-0.5,-0.30000000000000004,35.121,0.401,146,concrete,0.65,5.9374,1,,0.0,5.9374,
12.9,-0.5,1.9000000000000001,34.717,0.659,32,paint,0.6,5.469,1,,0.0,5.469,
12.9,-0.30000000000000004,-0.30000000000000004,35.212,0.434,187,concrete,0.65,6.0429,1,,0.0,6.0429,
12.9,-0.30000000000000004,1.9000000000000001,34.867,0.495,29,paint,0.6,5.6429,1,,0.0,5.6429,
12.9,-0.1,-0.30000000000000004,35.705,0.865,186,concrete,0.65,6.6145,1,,0.0,6.6145,
12.9,-0.1,1.9000000000000001,34.896,0.391,35,paint,0.6,5.6765,1,,0.0,5.6765,
12.9,0.1,-0.30000000000000004,36.207,1.04,219,concrete,0.65,7.1965,1,,0.0,7.1965,
12.9,0.1,1.9000000000000001,34.902,0.456,29,paint,0.6,5.6835,1,,0.0,5.6835,
12.9,0.30000000000000004,-0.30000000000000004,36.169,1.155,232,concrete,0.65,7.1525,1,,0.0,7.1525,
12.9,0.30000000000000004,1.9000000000000001,35.073,0.565,27,paint,0.6,5.8817,1,,0.0,5.8817,
12.9,0.5,-0.30000000000000004,36.501,1.074,237,concrete,0.65,7.5374,1,,0.0,7.5374,
12.9,0.5,1.9000000000000001,35.173,0.525,28,paint,0.6,5.9977,1,,0.0,5.9977,
12.9,0.7000000000000001,-0.30000000000000004,36.432,0.756,214,concrete,0.65,7.4574,1,,0.0,7.4574,
12.9,0.7000000000000001,1.9000000000000001,34.951,0.453,33,paint,0.6,5.7403,1,,0.0,5.7403,
12.9,0.9,-0.30000000000000004,36.085,0.723,217,concrete,0.65,7.0551,1,,0.0,7.0551,
12.9,0.9,1.9000000000000001,34.838,0.373,26,paint,0.6,5.6093,1,,0.0,5.6093,
12.9,1.1,-0.30000000000000004,35.338,0.645,217,concrete,0.65,6.189,1,,0.0,6.189,
12.9,1.1,1.9000000000000001,34.844,0.468,31,paint,0.6,5.6162,1,,0.0,5.6162,
12.9,1.3,-0.30000000000000004,35.21,0.47,174,concrete,0.65,6.0406,1,,0.0,6.0406,
12.9,1.3,1.9000000000000001,34.736,0.531,34,paint,0.6,5.491,1,,0.0,5.491,
12.9,1.5,-0.30000000000000004,34.766,0.445,145,concrete,0.65,5.5258,1,,0.0,5.5258,sud_opaque_no_correction
12.9,1.5,1.9000000000000001,34.789,0.564,32,paint,0.6,5.5525,1,,0.0,5.5525,sud_opaque_no_correction
12.9,1.7000000000000002,-0.30000000000000004,34.643,0.359,172,concrete,0.65,5.3832,1,,0.0,5.3832,sud_opaque_no_correction
12.9,1.7000000000000002,1.9000000000000001,35.769,1.175,32,paint,0.6,6.6887,1,,0.0,6.6887,sud_opaque_no_correction
13.100000000000001,-0.9,-0.30000000000000004,34.536,0.014,2,concrete,0.65,5.2591,1,,57.4,-3.0595,nord_diffuse_only
13.100000000000001,-0.9,-0.1,35.154,0.492,15,concrete,0.65,5.9757,1,,57.4,-2.343,nord_diffuse_only
13.100000000000001,-0.9,0.1,35.15,0.272,6,paint,0.6,5.971,1,,52.98,-1.7077,nord_diffuse_only
13.100000000000001,-0.9,0.30000000000000004,35.765,0.192,4,paint,0.6,6.6841,1,,52.98,-0.9947,nord_diffuse_only
13.100000000000001,-0.9,0.5,36.141,0.208,4,paint,0.6,7.12,1,,52.98,-0.5588,nord_diffuse_only
13.100000000000001,-0.9,0.7000000000000001,36.655,0.189,11,paint,0.6,7.7159,1,,52.98,0.0372,nord_diffuse_only
13.100000000000001,-0.9,0.9,36.6,0.154,3,paint,0.6,7.6522,1,,52.98,-0.0266,nord_diffuse_only
13.100000000000001,-0.7000000000000001,-0.30000000000000004,34.873,0.347,45,concrete,0.65,5.6499,1,,57.4,-2.6688,nord_diffuse_only
13.100000000000001,-0.7000000000000001,-0.1,34.889,0.091,5,concrete,0.65,5.6684,1,,57.4,-2.6503,nord_diffuse_only
13.100000000000001,-0.7000000000000001,0.1,34.97,0.0,1,paint,0.6,5.7623,1,,52.98,-1.9164,nord_diffuse_only
13.100000000000001,-0.7000000000000001,0.30000000000000004,35.482,0.0,1,paint,0.6,6.3559,1,,52.98,-1.3228,nord_diffuse_only
13.100000000000001,-0.7000000000000001,0.7000000000000001,36.528,0.0,1,paint,0.6,7.5687,1,,52.98,-0.1101,nord_diffuse_only
13.100000000000001,-0.7000000000000001,1.9000000000000001,34.365,0.0,1,paint,0.6,5.0609,1,,52.98,-2.6179,nord_diffuse_only
13.100000000000001,-0.5,-0.30000000000000004,35.218,0.331,104,concrete,0.65,6.0499,1,,0.0,6.0499,
13.100000000000001,-0.5,1.9000000000000001,34.261,0.328,39,paint,0.6,4.9403,1,,0.0,4.9403,
13.100000000000001,-0.30000000000000004,-0.30000000000000004,35.343,0.573,141,concrete,0.65,6.1948,1,,0.0,6.1948,
13.100000000000001,-0.30000000000000004,1.9000000000000001,34.601,0.451,36,paint,0.6,5.3345,1,,0.0,5.3345,
13.100000000000001,-0.1,-0.30000000000000004,35.99,0.935,145,concrete,0.65,6.9449,1,,0.0,6.9449,
13.100000000000001,-0.1,1.9000000000000001,34.805,0.356,39,paint,0.6,5.571,1,,0.0,5.571,
13.100000000000001,0.1,-0.30000000000000004,36.276,1.002,141,concrete,0.65,7.2765,1,,0.0,7.2765,
13.100000000000001,0.1,1.9000000000000001,34.945,0.483,32,paint,0.6,5.7333,1,,0.0,5.7333,
13.100000000000001,0.30000000000000004,-0.30000000000000004,36.241,1.109,167,concrete,0.65,7.2359,1,,0.0,7.2359,
13.100000000000001,0.30000000000000004,1.9000000000000001,35.081,0.455,35,paint,0.6,5.891,1,,0.0,5.891,
13.100000000000001,0.5,-0.30000000000000004,36.594,1.024,164,concrete,0.65,7.6452,1,,0.0,7.6452,
13.100000000000001,0.5,1.9000000000000001,35.149,0.523,35,paint,0.6,5.9699,1,,0.0,5.9699,
13.100000000000001,0.7000000000000001,-0.30000000000000004,36.689,0.749,194,concrete,0.65,7.7554,1,,0.0,7.7554,
13.100000000000001,0.7000000000000001,1.9000000000000001,35.103,0.503,33,paint,0.6,5.9165,1,,0.0,5.9165,
13.100000000000001,0.9,-0.30000000000000004,36.036,0.859,167,concrete,0.65,6.9983,1,,0.0,6.9983,
13.100000000000001,0.9,1.9000000000000001,35.0,0.488,33,paint,0.6,5.7971,1,,0.0,5.7971,
13.100000000000001,1.1,-0.30000000000000004,35.296,0.648,142,concrete,0.65,6.1403,1,,0.0,6.1403,
13.100000000000001,1.1,1.9000000000000001,34.758,0.523,30,paint,0.6,5.5165,1,,0.0,5.5165,
13.100000000000001,1.3,-0.30000000000000004,35.021,0.602,144,concrete,0.65,5.8214,1,,0.0,5.8214,
13.100000000000001,1.3,1.9000000000000001,34.686,0.479,30,paint,0.6,5.433,1,,0.0,5.433,
13.100000000000001,1.5,-0.30000000000000004,34.948,0.402,191,concrete,0.65,5.7368,1,,0.0,5.7368,sud_opaque_no_correction
13.100000000000001,1.5,1.9000000000000001,34.679,0.484,31,paint,0.6,5.4249,1,,0.0,5.4249,sud_opaque_no_correction
13.100000000000001,1.7000000000000002,-0.30000000000000004,34.697,0.379,190,concrete,0.65,5.4458,1,,0.0,5.4458,sud_opaque_no_correction
13.100000000000001,1.7000000000000002,1.9000000000000001,34.992,0.586,41,paint,0.6,5.7878,1,,0.0,5.7878,sud_opaque_no_correction
13.3,-0.9,-0.30000000000000004,34.412,0.194,2,concrete,0.65,5.1154,1,,57.4,-3.2033,nord_diffuse_only
13.3,-0.9,-0.1,34.951,0.393,11,concrete,0.65,5.7403,1,,57.4,-2.5784,nord_diffuse_only
13.3,-0.9,0.1,34.969,0.193,11,paint,0.6,5.7612,1,,52.98,-1.9176,nord_diffuse_only
13.3,-0.9,0.30000000000000004,35.409,0.267,12,paint,0.6,6.2713,1,,52.98,-1.4075,nord_diffuse_only
13.3,-0.9,0.5,36.053,0.262,12,paint,0.6,7.018,1,,52.98,-0.6608,nord_diffuse_only
13.3,-0.9,0.7000000000000001,36.389,0.232,23,paint,0.6,7.4075,1,,52.98,-0.2712,nord_diffuse_only
13.3,-0.9,0.9,36.356,0.168,10,paint,0.6,7.3693,1,,52.98,-0.3095,nord_diffuse_only
13.3,-0.7000000000000001,-0.30000000000000004,34.928,0.34,89,concrete,0.65,5.7136,1,,57.4,-2.605,nord_diffuse_only
13.3,-0.7000000000000001,-0.1,34.893,0.388,52,concrete,0.65,5.673,1,,57.4,-2.6456,nord_diffuse_only
13.3,-0.7000000000000001,0.1,34.89,0.209,19,paint,0.6,5.6696,1,,52.98,-2.0092,nord_diffuse_only
13.3,-0.7000000000000001,0.30000000000000004,35.39,0.245,9,paint,0.6,6.2493,1,,52.98,-1.4295,nord_diffuse_only
13.3,-0.7000000000000001,0.5,36.028,0.141,8,paint,0.6,6.989,1,,52.98,-0.6898,nord_diffuse_only
13.3,-0.7000000000000001,0.7000000000000001,36.204,0.155,17,paint,0.6,7.193,1,,52.98,-0.4857,nord_diffuse_only
13.3,-0.7000000000000001,0.9,36.187,0.051,2,paint,0.6,7.1733,1,,52.98,-0.5054,nord_diffuse_only
13.3,-0.7000000000000001,1.9000000000000001,34.684,0.203,3,paint,0.6,5.4307,1,,52.98,-2.248,nord_diffuse_only
13.3,-0.5,-0.30000000000000004,35.185,0.343,155,concrete,0.65,6.0116,1,,0.0,6.0116,
13.3,-0.5,1.9000000000000001,34.449,0.473,40,paint,0.6,5.1583,1,,0.0,5.1583,
13.3,-0.30000000000000004,-0.30000000000000004,35.278,0.48,139,concrete,0.65,6.1194,1,,0.0,6.1194,
13.3,-0.30000000000000004,1.9000000000000001,34.721,0.488,37,paint,0.6,5.4736,1,,0.0,5.4736,
13.3,-0.1,-0.30000000000000004,35.779,0.867,131,concrete,0.65,6.7003,1,,0.0,6.7003,
13.3,-0.1,1.9000000000000001,34.871,0.448,36,paint,0.6,5.6475,1,,0.0,5.6475,
13.3,0.1,-0.30000000000000004,36.034,1.09,113,concrete,0.65,6.9959,1,,0.0,6.9959,
13.3,0.1,1.9000000000000001,35.044,0.515,39,paint,0.6,5.8481,1,,0.0,5.8481,
13.3,0.30000000000000004,-0.30000000000000004,36.332,1.056,111,concrete,0.65,7.3414,1,,0.0,7.3414,
13.3,0.30000000000000004,1.9000000000000001,35.009,0.524,42,paint,0.6,5.8075,1,,0.0,5.8075,
13.3,0.5,-0.30000000000000004,36.664,0.948,105,concrete,0.65,7.7264,1,,0.0,7.7264,
13.3,0.5,1.9000000000000001,35.143,0.599,43,paint,0.6,5.9629,1,,0.0,5.9629,
13.3,0.7000000000000001,-0.30000000000000004,36.493,0.682,83,concrete,0.65,7.5281,1,,0.0,7.5281,
13.3,0.7000000000000001,1.9000000000000001,34.976,0.515,39,paint,0.6,5.7693,1,,0.0,5.7693,
13.3,0.9,-0.30000000000000004,36.286,1.132,99,concrete,0.65,7.2881,1,,0.0,7.2881,
13.3,0.9,1.9000000000000001,34.895,0.399,41,paint,0.6,5.6754,1,,0.0,5.6754,
13.3,1.1,-0.30000000000000004,35.481,0.739,149,concrete,0.65,6.3548,1,,0.0,6.3548,
13.3,1.1,1.9000000000000001,34.835,0.462,44,paint,0.6,5.6058,1,,0.0,5.6058,
13.3,1.3,-0.30000000000000004,35.161,0.612,169,concrete,0.65,5.9838,1,,0.0,5.9838,
13.3,1.3,1.9000000000000001,34.529,0.39,35,paint,0.6,5.251,1,,0.0,5.251,
13.3,1.5,-0.30000000000000004,34.754,0.543,185,concrete,0.65,5.5119,1,,0.0,5.5119,sud_opaque_no_correction
13.3,1.5,1.9000000000000001,34.552,0.562,41,paint,0.6,5.2777,1,,0.0,5.2777,sud_opaque_no_correction
13.3,1.7000000000000002,-0.30000000000000004,34.607,0.494,206,concrete,0.65,5.3414,1,,0.0,5.3414,sud_opaque_no_correction
13.3,1.7000000000000002,1.9000000000000001,35.334,1.108,26,paint,0.6,6.1843,1,,0.0,6.1843,sud_opaque_no_correction
13.5,-0.9,-0.1,34.743,0.045,2,paint,0.6,5.4991,1,,52.98,-2.1796,nord_diffuse_only
13.5,-0.9,0.1,34.896,0.111,4,paint,0.6,5.6765,1,,52.98,-2.0022,nord_diffuse_only
13.5,-0.9,0.30000000000000004,35.442,0.088,6,paint,0.6,6.3096,1,,52.98,-1.3692,nord_diffuse_only
13.5,-0.9,0.5,35.833,0.024,2,paint,0.6,6.7629,1,,52.98,-0.9159,nord_diffuse_only
13.5,-0.9,0.7000000000000001,36.219,0.103,8,paint,0.6,7.2104,1,,52.98,-0.4683,nord_diffuse_only
13.5,-0.9,0.9,36.233,0.21,3,paint,0.6,7.2267,1,,52.98,-0.4521,nord_diffuse_only
13.5,-0.7000000000000001,-0.30000000000000004,34.939,0.378,106,concrete,0.65,5.7264,1,,57.4,-2.5923,nord_diffuse_only
